text,gender,freq
Emily,F,25037
Emma,F,21607
Madison,F,20622
Olivia,F,16105
Hannah,F,15605
Abigail,F,15426
Isabella,F,15017
Ashley,F,14373
Samantha,F,13783
Elizabeth,F,13561
Alexis,F,13471
Sarah,F,12737
Grace,F,12533
Sophia,F,10915
Lauren,F,9981
Natalie,F,9687
Anna,F,9515
Jessica,F,9470
Taylor,F,9303
Chloe,F,8727
Hailey,F,8684
Ava,F,8644
Jasmine,F,8486
Sydney,F,8365
Victoria,F,8276
Ella,F,8241
Mia,F,7397
Morgan,F,7295
Julia,F,7146
Rachel,F,6915
Katherine,F,6738
Megan,F,6687
Alexandra,F,6623
Destiny,F,6546
Jennifer,F,6542
Allison,F,5872
Savannah,F,5813
Maria,F,5753
Nicole,F,5739
Mackenzie,F,5727
Haley,F,5726
Brooke,F,5712
Trinity,F,5634
Kylie,F,5556
Paige,F,5438
Faith,F,5417
Lily,F,5401
Zoe,F,5363
Stephanie,F,5181
Jenna,F,5175
Andrea,F,5054
Riley,F,4982
Angelina,F,4913
Kimberly,F,4843
Mary,F,4810
Madeline,F,4765
Leah,F,4742
Lillian,F,4733
Michelle,F,4716
Amanda,F,4680
Sara,F,4505
Sofia,F,4474
Rebecca,F,4458
Jordan,F,4446
Gabrielle,F,4419
Caroline,F,4377
Vanessa,F,4347
Avery,F,4042
Marissa,F,4007
Audrey,F,3903
Autumn,F,3864
Maya,F,3766
Evelyn,F,3763
Jocelyn,F,3743
Isabel,F,3637
Amber,F,3636
Melanie,F,3580
Diana,F,3554
Danielle,F,3528
Sierra,F,3520
Leslie,F,3499
Erin,F,3366
Amelia,F,3351
Molly,F,3344
Melissa,F,3335
Claire,F,3333
Bailey,F,3308
Brooklyn,F,3264
Katie,F,3203
Catherine,F,3180
Angela,F,3158
Amy,F,3114
Isabelle,F,3098
Jacqueline,F,3065
Jade,F,3051
Shelby,F,2988
Gracie,F,2940
Kennedy,F,2886
Courtney,F,2762
Kathryn,F,2754
Christina,F,2732
Alexandria,F,2650
Lydia,F,2623
Angel,F,2613
Miranda,F,2612
Laura,F,2553
Alicia,F,2516
Alexia,F,2449
Margaret,F,2435
Peyton,F,2391
Sophie,F,2388
Kendall,F,2360
Kelly,F,2357
Ana,F,2346
Summer,F,2333
Natalia,F,2292
Daisy,F,2271
Reagan,F,2269
Naomi,F,2268
Lindsey,F,2254
Kate,F,2218
Kelsey,F,2198
Sabrina,F,2189
Cheyenne,F,2188
Karen,F,2165
Paris,F,2150
Ruby,F,2119
Addison,F,2054
Crystal,F,2034
Juliana,F,2031
Abby,F,2023
Layla,F,2012
Cassidy,F,2007
Delaney,F,2002
Charlotte,F,1993
Mariana,F,1991
Bianca,F,1986
Cassandra,F,1973
Tiffany,F,1955
Angelica,F,1939
Carly,F,1925
Hope,F,1911
Valerie,F,1904
Erica,F,1874
Genesis,F,1858
Mallory,F,1828
Ellie,F,1817
Aubrey,F,1815
Veronica,F,1767
Chelsea,F,1752
Sadie,F,1748
Eva,F,1727
Jamie,F,1725
Brenda,F,1659
Lucy,F,1638
Celeste,F,1635
Maggie,F,1630
Bethany,F,1629
Lilly,F,1613
Elena,F,1584
Nadia,F,1584
Ariel,F,1544
Cynthia,F,1520
Monica,F,1512
Elise,F,1510
Alison,F,1432
Hanna,F,1426
Vivian,F,1424
Macy,F,1415
Carmen,F,1363
Brittany,F,1356
Lindsay,F,1354
Josephine,F,1337
Nina,F,1325
Heather,F,1303
Asia,F,1297
Kara,F,1283
Cameron,F,1278
Joanna,F,1278
Camille,F,1276
Carolina,F,1269
Shannon,F,1255
Reese,F,1241
Selena,F,1241
Bella,F,1240
Julie,F,1239
Diamond,F,1223
Kristen,F,1220
Raven,F,1218
Piper,F,1214
Guadalupe,F,1213
Heaven,F,1210
Claudia,F,1202
Kendra,F,1199
Miriam,F,1195
Kira,F,1184
Tessa,F,1183
Dakota,F,1180
April,F,1179
Cecilia,F,1178
Sandra,F,1176
Katrina,F,1171
Clara,F,1164
Anastasia,F,1156
Nancy,F,1147
Tatiana,F,1127
Stella,F,1123
Holly,F,1118
Allie,F,1105
Esther,F,1101
Annabelle,F,1067
Eleanor,F,1063
Serena,F,1063
Natasha,F,1059
Cindy,F,1052
Nora,F,1043
Wendy,F,1039
Bridget,F,1035
Melody,F,1018
Kathleen,F,1002
Patricia,F,997
Lexi,F,993
Eliza,F,991
Aurora,F,989
Tara,F,977
Josie,F,975
Fiona,F,970
Madeleine,F,959
Meredith,F,953
Mercedes,F,952
Eden,F,941
Heidi,F,933
Callie,F,925
Ruth,F,907
Logan,F,900
Denise,F,893
Rose,F,891
Marina,F,886
Sage,F,880
Harley,F,876
Helen,F,861
Georgia,F,854
Sasha,F,850
Christine,F,844
Tori,F,842
Sidney,F,836
Iris,F,831
Angie,F,829
Casey,F,817
Annie,F,813
Ivy,F,803
Halle,F,801
Anne,F,765
Skye,F,760
Alice,F,756
Genevieve,F,754
Phoebe,F,751
Liberty,F,749
Teresa,F,747
Lucia,F,741
Rosa,F,734
Carolyn,F,730
Linda,F,727
Regan,F,726
Gloria,F,723
Lacey,F,714
Francesca,F,711
Lisa,F,709
Dana,F,704
Elisabeth,F,700
Ryan,F,700
Cora,F,698
Cristina,F,697
Virginia,F,697
Tabitha,F,689
Noelle,F,686
Jenny,F,685
Whitney,F,676
Janet,F,672
Jane,F,657
Lana,F,640
Anya,F,631
Emilia,F,630
Carla,F,629
Renee,F,620
Dylan,F,619
Simone,F,616
India,F,615
Joy,F,614
America,F,612
Miracle,F,610
Jessie,F,607
Marie,F,602
Athena,F,599
Lila,F,599
Elle,F,596
Ellen,F,593
Justice,F,592
Martha,F,592
Dominique,F,587
Johanna,F,585
Cara,F,570
Marley,F,556
Lola,F,555
Lena,F,553
Pamela,F,540
Scarlett,F,538
Lexie,F,530
Judith,F,529
Irene,F,528
Kali,F,527
Susan,F,524
Willow,F,518
Aspen,F,516
Sharon,F,516
Sonia,F,515
Gillian,F,513
Sylvia,F,512
Helena,F,511
Maia,F,511
Presley,F,507
Charity,F,506
Abbey,F,505
Tamara,F,502
Marilyn,F,497
Gina,F,492
Harmony,F,492
Tyler,F,491
Hayden,F,483
Violet,F,482
Skyla,F,481
Daphne,F,477
Ally,F,473
Delilah,F,473
Sienna,F,453
Alma,F,452
Lesley,F,451
Eve,F,450
Lia,F,447
Lea,F,445
Ingrid,F,442
Kenya,F,432
Stacy,F,431
Tanya,F,430
Barbara,F,427
Deborah,F,427
Frances,F,427
Mara,F,427
Penelope,F,424
Regina,F,424
Tess,F,424
Juliet,F,422
Clare,F,419
Paula,F,419
Parker,F,414
Elaine,F,413
Cassie,F,412
Ashton,F,411
Haven,F,411
London,F,411
Theresa,F,410
Celia,F,406
Juliette,F,406
Hazel,F,404
Edith,F,403
Ann,F,402
Aria,F,402
Quinn,F,401
Hadley,F,392
Annette,F,389
Rowan,F,379
Rosemary,F,375
Luna,F,369
Lara,F,359
Eileen,F,358
Laurel,F,355
Hunter,F,353
Princess,F,353
Tina,F,351
Toni,F,346
Joyce,F,344
Micah,F,344
Devin,F,341
Catalina,F,340
Meadow,F,339
Jewel,F,337
Donna,F,331
Shea,F,329
Campbell,F,318
Sandy,F,317
Sheila,F,315
Magdalena,F,312
Hillary,F,311
Carrie,F,310
Elsa,F,308
Candace,F,307
Christian,F,304
Libby,F,301
Stacey,F,296
Ada,F,295
Marin,F,295
Mandy,F,291
Devon,F,290
Carol,F,289
Dorothy,F,289
Janice,F,285
Nikki,F,285
Kathy,F,283
Ali,F,282
Phoenix,F,280
Mina,F,276
Gretchen,F,275
Harper,F,274
Treasure,F,274
Diane,F,270
Emerson,F,268
Mira,F,268
Reilly,F,268
Anita,F,266
Bryn,F,265
Sally,F,265
Journey,F,259
Jaime,F,255
Tracy,F,254
Robin,F,253
Jana,F,249
Angeles,F,245
Alex,F,241
Drew,F,240
Shirley,F,240
Katy,F,239
Montana,F,238
Carson,F,236
Chase,F,235
Beatrice,F,234
Gabriel,F,234
Ireland,F,231
Christy,F,228
Myra,F,226
Coral,F,224
Sky,F,224
Charlie,F,222
Belinda,F,220
Melinda,F,219
Reece,F,219
Rita,F,215
Zion,F,212
Adelaide,F,211
Baby,F,210
Elsie,F,210
Yvonne,F,210
Norma,F,209
Tristan,F,209
Marian,F,208
Emery,F,207
Winter,F,205
Constance,F,202
Bonnie,F,201
Rory,F,201
Aidan,F,200
Akira,F,199
Hilary,F,196
Michele,F,196
Pearl,F,196
Beverly,F,192
Milan,F,192
Sheridan,F,192
Lori,F,189
Dallas,F,188
Gladys,F,186
Joanne,F,184
Brook,F,183
Paisley,F,183
Siena,F,182
Jesse,F,181
Malaysia,F,177
Martina,F,176
Emerald,F,174
Stevie,F,173
Jacob,F,171
Adrian,F,170
Malaya,F,169
Charley,F,168
Noel,F,168
Star,F,168
Mari,F,167
Dora,F,165
Judy,F,164
Kai,F,164
Tammy,F,164
Jersey,F,163
Bree,F,162
Mason,F,162
Camden,F,160
Fallon,F,159
Grayson,F,159
Scarlet,F,158
Dawn,F,157
Emmy,F,156
Geneva,F,155
Betsy,F,153
Austin,F,152
Blair,F,152
Mae,F,151
Mercy,F,150
Jackie,F,149
Michael,F,148
Sloane,F,148
Belle,F,147
Gemma,F,147
Suzanne,F,143
Millie,F,141
Shay,F,141
Starr,F,141
Maddie,F,140
Marjorie,F,139
Olga,F,139
Betty,F,138
Chandler,F,136
Connie,F,136
Vicky,F,135
Evan,F,134
Ginger,F,131
Lorraine,F,128
Misty,F,128
Edna,F,127
Jaya,F,127
Ethan,F,126
Lynn,F,126
Vera,F,124
Aiden,F,123
Gwen,F,123
Joey,F,121
Dani,F,120
Jill,F,120
Joshua,F,120
Louisa,F,119
Cheryl,F,116
Dixie,F,116
Rosario,F,116
Alexander,F,115
Blake,F,114
Carter,F,114
Liza,F,114
Marianne,F,114
Nova,F,114
Desire,F,113
Adele,F,112
June,F,112
Liv,F,112
Marion,F,112
Faye,F,111
William,F,111
Bryce,F,110
Frankie,F,109
Layne,F,109
Darcy,F,107
Promise,F,107
Candy,F,106
Ivory,F,106
Kelley,F,106
Valencia,F,106
Avalon,F,105
Matthew,F,105
Maureen,F,105
Pauline,F,105
Rosie,F,105
Cathy,F,104
Beth,F,103
Joseph,F,103
Marguerite,F,103
Sawyer,F,103
Andrew,F,101
Doris,F,101
Sahara,F,101
Terra,F,101
River,F,100
Susannah,F,99
Billie,F,98
Christopher,F,97
Ellison,F,96
Flora,F,96
Sunny,F,96
Dynasty,F,95
James,F,95
Joan,F,94
Louise,F,94
Matilda,F,94
Marta,F,93
Tea,F,93
Holland,F,92
Italia,F,92
Jayne,F,91
Kim,F,91
Mabel,F,90
Petra,F,89
Tanner,F,89
Hilda,F,88
Meg,F,88
Noah,F,87
Kerry,F,86
Liz,F,86
Quincy,F,86
Sunshine,F,86
May,F,85
Santana,F,85
Scout,F,85
Cooper,F,83
Passion,F,83
Caden,F,82
Cherokee,F,82
Elliot,F,82
Mona,F,82
Ida,F,80
Lane,F,80
Christie,F,78
Elijah,F,77
Honey,F,77
Jean,F,77
Jonathan,F,77
Daniel,F,76
Laurie,F,76
Della,F,75
Rain,F,75
August,F,74
Kyle,F,74
Leigh,F,74
Mai,F,74
Sloan,F,74
Ocean,F,73
Sinai,F,73
Ari,F,72
Nicholas,F,72
Colby,F,71
Francis,F,71
John,F,71
Susie,F,71
Becca,F,70
Nicola,F,70
Zachary,F,70
Debbie,F,69
Divine,F,69
