text,gender,freq
John,M,58217
Robert,M,52784
William,M,51860
James,M,49748
Charles,M,29244
George,M,27476
Joseph,M,26179
Edward,M,20818
Frank,M,16708
Richard,M,16376
Thomas,M,15307
Harold,M,13811
Donald,M,13776
Paul,M,13168
Walter,M,13005
Raymond,M,12644
Henry,M,11412
Jack,M,10757
Arthur,M,10527
Albert,M,10158
Harry,M,9731
Kenneth,M,8959
Ralph,M,8860
Warren,M,7797
David,M,7767
Eugene,M,7717
Howard,M,7713
Clarence,M,7332
Louis,M,7247
Carl,M,7077
Earl,M,6755
Roy,M,6545
Fred,M,6494
Willie,M,6489
Francis,M,6293
Joe,M,6203
Lawrence,M,5977
Ernest,M,5698
Leonard,M,5651
Anthony,M,5237
Stanley,M,5233
Herbert,M,5218
Alfred,M,4925
Samuel,M,4755
Bernard,M,4484
Norman,M,4479
Michael,M,4198
Elmer,M,4146
Daniel,M,4088
Leo,M,4066
Andrew,M,4015
Russell,M,3946
Melvin,M,3886
Edwin,M,3750
Leroy,M,3748
Chester,M,3550
Peter,M,3548
Lloyd,M,3538
Marvin,M,3490
Gerald,M,3383
Frederick,M,3375
Clifford,M,3262
Floyd,M,3255
Herman,M,3219
Theodore,M,3171
Lester,M,3076
Ray,M,3075
Vernon,M,3068
Clyde,M,3023
Vincent,M,2780
Lewis,M,2712
Philip,M,2702
Alvin,M,2687
Leon,M,2618
Milton,M,2588
Charlie,M,2576
Jesse,M,2486
Martin,M,2461
Cecil,M,2456
Glenn,M,2449
Wayne,M,2417
Benjamin,M,2412
Victor,M,2407
Gordon,M,2382
Sam,M,2366
Lee,M,2354
Harvey,M,2286
Wallace,M,2095
Willard,M,2077
Edgar,M,2014
Arnold,M,1982
Oscar,M,1978
Dale,M,1956
Allen,M,1938
Everett,M,1913
Claude,M,1888
Stephen,M,1869
Virgil,M,1830
Roger,M,1803
Maurice,M,1743
Marion,M,1716
Gilbert,M,1704
Morris,M,1667
Homer,M,1658
Leslie,M,1647
Roland,M,1630
Billy,M,1622
Sidney,M,1587
Douglas,M,1566
Max,M,1557
Manuel,M,1556
Nicholas,M,1554
Hubert,M,1548
Alexander,M,1532
Jessie,M,1517
Eddie,M,1511
Glen,M,1506
Hugh,M,1485
Bill,M,1482
Curtis,M,1479
Luther,M,1452
Irving,M,1417
Jerome,M,1408
Franklin,M,1350
Wesley,M,1332
Julius,M,1326
Horace,M,1313
