text,gender,freq
Jennifer,F,54346
Jessica,F,45282
Amanda,F,33754
Ashley,F,33293
Sarah,F,27229
Melissa,F,23473
Nicole,F,22399
Stephanie,F,22330
Heather,F,20746
Elizabeth,F,19842
Crystal,F,17905
Amy,F,17097
Michelle,F,16834
Tiffany,F,15961
Kimberly,F,15372
Christina,F,15360
Amber,F,14891
Erin,F,14838
Rebecca,F,14713
Rachel,F,14592
Megan,F,14125
Angela,F,13218
Laura,F,13196
Lauren,F,12945
Emily,F,12379
Kelly,F,11585
Lisa,F,11470
Jamie,F,11028
Danielle,F,10636
Andrea,F,10414
Sara,F,10087
Mary,F,9897
Erica,F,9711
Katherine,F,9681
Lindsey,F,8681
Lindsay,F,8620
Kristen,F,8617
Shannon,F,8427
April,F,8206
Samantha,F,7705
Alicia,F,7491
Maria,F,6846
Courtney,F,6748
Katie,F,6702
Julie,F,6654
Christine,F,6497
Holly,F,6388
Vanessa,F,6386
Kathryn,F,6370
Tara,F,6273
Natalie,F,5726
Jacqueline,F,5403
Monica,F,5403
Anna,F,5218
Victoria,F,5047
Allison,F,4972
Patricia,F,4923
Stacy,F,4678
Cynthia,F,4551
Brittany,F,4377
Carrie,F,4297
Leslie,F,4250
Catherine,F,4249
Veronica,F,4069
Diana,F,4038
Cassandra,F,4005
Natasha,F,3953
Kathleen,F,3924
Dana,F,3923
Valerie,F,3904
Stacey,F,3799
Karen,F,3789
Melanie,F,3551
Leah,F,3483
Alexis,F,3463
Julia,F,3382
Susan,F,3357
Misty,F,3189
Sandra,F,3173
Tracy,F,3158
Pamela,F,3029
Margaret,F,2944
Heidi,F,2915
Brooke,F,2862
Renee,F,2847
Jill,F,2788
Bethany,F,2765
Tina,F,2740
Kara,F,2715
Chelsea,F,2707
Teresa,F,2703
Candace,F,2697
Dawn,F,2640
Katrina,F,2602
Denise,F,2571
Casey,F,2556
Sabrina,F,2554
Nancy,F,2520
Lori,F,2519
Alison,F,2491
Miranda,F,2479
Linda,F,2474
Brenda,F,2431
Gina,F,2416
Theresa,F,2416
Hannah,F,2400
Wendy,F,2388
Robin,F,2387
Lacey,F,2383
Molly,F,2310
Anne,F,2305
Tamara,F,2279
Jenny,F,2246
Tanya,F,2228
Tabitha,F,2156
Melinda,F,2143
Joanna,F,2120
Barbara,F,2019
Christy,F,1974
Meredith,F,1941
Carolyn,F,1913
Abigail,F,1911
Michele,F,1837
Ann,F,1812
Jaime,F,1782
Tammy,F,1782
Sharon,F,1780
Marie,F,1750
Bridget,F,1748
Alexandra,F,1697
Whitney,F,1688
Virginia,F,1679
Morgan,F,1659
Regina,F,1651
Beth,F,1634
Marissa,F,1622
Kendra,F,1610
Deborah,F,1606
Cassie,F,1599
Angel,F,1575
Jasmine,F,1569
Cheryl,F,1562
Cindy,F,1548
Carla,F,1529
Cristina,F,1520
Caroline,F,1481
Audrey,F,1468
Angelica,F,1463
Suzanne,F,1403
Janet,F,1398
Cara,F,1393
Donna,F,1378
Diane,F,1377
Claudia,F,1351
Martha,F,1348
Mandy,F,1344
Nina,F,1343
Kate,F,1335
Abby,F,1311
Ana,F,1306
Bonnie,F,1277
Autumn,F,1255
Carmen,F,1227
Sophia,F,1197
Joy,F,1191
Daisy,F,1175
Jenna,F,1168
Summer,F,1167
Toni,F,1165
Paula,F,1161
Carly,F,1160
Gloria,F,1149
Evelyn,F,1139
Ruth,F,1124
Kelsey,F,1116
Melody,F,1107
Naomi,F,1101
Christie,F,1098
Olivia,F,1087
Rose,F,1061
Rosa,F,1046
Sylvia,F,1038
Lydia,F,1023
Grace,F,998
Sonia,F,959
Ellen,F,953
Laurie,F,953
Sheila,F,947
Nikki,F,946
Carol,F,942
Bianca,F,940
Haley,F,919
Kelley,F,908
Yvonne,F,908
Anita,F,899
Jessie,F,888
Frances,F,875
Leigh,F,863
Esther,F,860
Claire,F,856
Helen,F,844
Maureen,F,841
Charlotte,F,834
Eva,F,823
Angelina,F,817
Tessa,F,816
Charity,F,814
Annie,F,803
Elaine,F,797
Lynn,F,790
Kerry,F,786
Jane,F,782
Johanna,F,778
Shelley,F,777
Janice,F,773
Kathy,F,765
Amelia,F,761
Dorothy,F,759
Irene,F,749
Jana,F,741
Miriam,F,739
Maggie,F,738
Jade,F,734
Lesley,F,734
Jocelyn,F,724
Annette,F,723
Elisabeth,F,705
Alice,F,699
Hillary,F,697
Becky,F,689
Eileen,F,689
Mallory,F,689
Taylor,F,685
Jackie,F,675
Faith,F,663
Sally,F,659
Hilary,F,655
Ariel,F,650
Shelby,F,643
Cecilia,F,639
Constance,F,639
Joyce,F,636
Sandy,F,636
Gabrielle,F,627
Camille,F,624
Connie,F,621
Judith,F,613
Marilyn,F,612
Ryan,F,609
Serena,F,596
Gretchen,F,595
Rita,F,592
Ruby,F,592
Aubrey,F,590
Paige,F,587
Fallon,F,586
Belinda,F,581
Angie,F,580
Devon,F,579
Michael,F,577
Beverly,F,569
Betty,F,564
Elena,F,564
Joanne,F,563
Katy,F,561
Elise,F,555
Kira,F,555
Emma,F,552
Alexandria,F,550
Guadalupe,F,540
Sasha,F,531
Ginger,F,527
Jean,F,525
Celeste,F,524
Alma,F,523
Judy,F,521
Billie,F,520
Nora,F,520
Norma,F,519
Destiny,F,516
Lara,F,513
Terra,F,510
Shirley,F,507
Hope,F,503
Jordan,F,499
Rosemary,F,490
Genevieve,F,483
Adrian,F,479
Josephine,F,479
Mia,F,471
Chandra,F,461
Dominique,F,454
Lillian,F,454
Callie,F,452
Lena,F,445
Laurel,F,436
Savannah,F,434
Lorraine,F,431
Isabel,F,429
Raven,F,424
Abbey,F,420
Carolina,F,420
Christopher,F,419
Vivian,F,412
Blair,F,411
Christi,F,409
Lucy,F,408
Noelle,F,404
Kim,F,402
Betsy,F,400
Celia,F,400
Iris,F,389
Kenya,F,389
Marina,F,385
Anastasia,F,382
Natalia,F,381
Nadia,F,375
Lee,F,373
Cathy,F,372
Selena,F,367
Candy,F,365
Christian,F,364
Darcy,F,361
Marianne,F,359
Cassidy,F,358
Marcia,F,357
Lea,F,349
Joan,F,347
Debbie,F,346
Lana,F,342
Athena,F,335
Devin,F,335
Roberta,F,335
Juliana,F,333
Asia,F,326
Jeanne,F,325
Tatiana,F,324
Liza,F,323
Myra,F,323
David,F,321
Wanda,F,319
Matthew,F,317
Clara,F,310
Mercedes,F,310
Daphne,F,305
Tori,F,305
Lucia,F,304
Martina,F,304
Georgia,F,301
Francesca,F,299
Josie,F,298
Marjorie,F,297
Penny,F,295
Ivy,F,291
Corey,F,289
Maya,F,289
Edith,F,287
Peggy,F,285
James,F,282
Eliza,F,280
Shawn,F,279
Gail,F,275
Mackenzie,F,271
Simone,F,269
Ingrid,F,268
John,F,266
Madeline,F,266
Eleanor,F,264
Kylie,F,261
Sofia,F,261
Olga,F,260
Geneva,F,259
Daniel,F,258
Beatrice,F,257
Jesse,F,257
Robert,F,255
Pauline,F,254
Delilah,F,252
Princess,F,252
Doris,F,248
Brandon,F,247
Kendall,F,247
Hanna,F,246
Jason,F,245
Kyle,F,243
Mara,F,241
Karin,F,240
Dora,F,238
Elsa,F,235
Joshua,F,232
Kirby,F,232
Edna,F,229
Gillian,F,227
Cora,F,225
Carey,F,221
Noel,F,221
Rene,F,221
Dolores,F,218
Justin,F,217
Sadie,F,217
Gladys,F,216
Terry,F,215
Joseph,F,211
Stella,F,208
Jo,F,207
Helena,F,206
Kali,F,206
Lily,F,206
Cheyenne,F,202
Mariana,F,200
Sydney,F,200
Louise,F,199
Hilda,F,195
Sierra,F,193
Tess,F,191
Vicky,F,188
Andrew,F,186
William,F,186
Cory,F,183
Marta,F,183
Hailey,F,182
Chloe,F,181
Echo,F,181
June,F,181
Marian,F,180
Valencia,F,180
Mari,F,179
Stevie,F,179
India,F,178
Jonathan,F,177
Aurora,F,175
Marion,F,175
Zoe,F,174
Ivory,F,173
Aaron,F,172
Phyllis,F,172
Pearl,F,171
Sue,F,171
Clare,F,170
Eve,F,169
Tristan,F,169
Juliet,F,165
Anthony,F,164
Alexia,F,162
Micah,F,162
Susie,F,162
Starr,F,161
Cameron,F,158
Harmony,F,158
Brook,F,157
Brian,F,156
Ella,F,156
Lia,F,155
Eric,F,154
Bailey,F,153
Ida,F,152
Cody,F,151
Dixie,F,151
Mona,F,151
Kay,F,150
Lois,F,149
Mai,F,148
Ursula,F,148
Thomas,F,147
Vera,F,147
Ada,F,146
Anya,F,145
Kevin,F,145
Magdalena,F,144
Jan,F,143
Violet,F,141
