text,gender,freq
John,M,8983
William,M,6904
James,M,6707
George,M,4445
Robert,M,4020
Charles,M,3884
Joseph,M,3844
Frank,M,2943
Edward,M,2576
Henry,M,2203
Thomas,M,2175
Walter,M,2095
Willie,M,1968
Harry,M,1813
Albert,M,1636
Arthur,M,1553
Harold,M,1452
Clarence,M,1389
Fred,M,1371
Paul,M,1358
Raymond,M,1290
Richard,M,1235
Joe,M,1177
Roy,M,1128
Louis,M,1111
Jack,M,1019
Carl,M,1018
Earl,M,1006
Ralph,M,998
Ernest,M,978
David,M,945
Samuel,M,892
Howard,M,875
Lawrence,M,801
Charlie,M,793
Alfred,M,738
Francis,M,717
Theodore,M,712
Herbert,M,711
Andrew,M,708
Eugene,M,691
Leo,M,651
Sam,M,631
Donald,M,616
Elmer,M,616
Anthony,M,593
Kenneth,M,589
Michael,M,586
Herman,M,561
Leroy,M,550
Leonard,M,547
Daniel,M,528
Floyd,M,521
Lee,M,516
Stanley,M,516
Clyde,M,507
Russell,M,503
Lester,M,491
Oscar,M,483
Ray,M,475
Peter,M,473
Edwin,M,468
Jesse,M,466
Benjamin,M,460
Clifford,M,445
Lewis,M,427
Chester,M,424
Frederick,M,410
Cecil,M,399
Eddie,M,394
Jessie,M,386
Lloyd,M,386
Bernard,M,378
Claude,M,364
Norman,M,362
Philip,M,356
Harvey,M,335
Melvin,M,331
Martin,M,329
Leon,M,324
Edgar,M,321
Ben,M,314
Tom,M,313
Homer,M,312
Allen,M,309
Marvin,M,304
Everett,M,302
Milton,M,292
Jim,M,281
Luther,M,280
Alexander,M,279
Virgil,M,276
Leslie,M,273
Stephen,M,273
Morris,M,260
Will,M,260
Archie,M,250
Alvin,M,245
Victor,M,245
Jacob,M,243
Gerald,M,239
Vincent,M,239
Glenn,M,234
Julius,M,231
Marion,M,226
Horace,M,223
Vernon,M,222
Roosevelt,M,220
Patrick,M,215
Gilbert,M,212
Hugh,M,212
Curtis,M,208
Maurice,M,208
Oliver,M,207
Willard,M,201
Sidney,M,200
Gordon,M,199
Otis,M,199
