text,gender,freq
John,M,8894
William,M,8387
James,M,5223
Charles,M,4826
George,M,4736
Frank,M,2986
Joseph,M,2515
Henry,M,2383
Robert,M,2334
Thomas,M,2316
Edward,M,2250
Harry,M,2110
Walter,M,1705
Arthur,M,1591
Fred,M,1502
Albert,M,1496
Samuel,M,937
Clarence,M,837
Louis,M,796
David,M,734
Richard,M,649
Charlie,M,643
Ernest,M,641
Andrew,M,623
Daniel,M,615
Joe,M,607
Oscar,M,607
Jesse,M,584
Will,M,576
Roy,M,556
Benjamin,M,508
Carl,M,480
Sam,M,476
Willie,M,474
Alfred,M,457
Peter,M,450
Frederick,M,438
Lewis,M,431
Howard,M,429
Elmer,M,423
Herbert,M,422
Earl,M,389
Lee,M,388
Tom,M,386
Ralph,M,385
Martin,M,377
Herman,M,359
Paul,M,358
Jacob,M,356
Clyde,M,336
Eugene,M,325
Jim,M,322
Harvey,M,318
Claude,M,315
Michael,M,307
Ben,M,306
Edwin,M,299
Edgar,M,292
Chester,M,290
Francis,M,285
Lawrence,M,282
Bert,M,273
Charley,M,254
Ed,M,247
Jack,M,242
Otto,M,240
Ira,M,239
Raymond,M,233
Luther,M,229
Isaac,M,227
Guy,M,224
Oliver,M,219
Floyd,M,217
Hugh,M,215
Patrick,M,213
Homer,M,210
August,M,209
Ray,M,202
Leonard,M,200
Alexander,M,187
Theodore,M,185
Allen,M,175
Horace,M,167
Archie,M,166
Philip,M,166
Sidney,M,165
Marion,M,163
Julius,M,160
Jessie,M,151
Milton,M,149
Warren,M,146
Anthony,M,143
Everett,M,143
Leroy,M,143
Leo,M,142
Bernard,M,141
Leon,M,140
Stephen,M,140
Emil,M,139
Clifford,M,138
Dave,M,135
Perry,M,133
Willis,M,131
Eddie,M,125
Rufus,M,125
Calvin,M,122
Alex,M,120
Dan,M,120
Leslie,M,120
Lester,M,116
Alvin,M,113
Amos,M,113
Dennis,M,112
Jess,M,112
Harold,M,108
Adam,M,107
Jerry,M,107
Norman,M,106
Aaron,M,105
Wesley,M,104
Wallace,M,100
Victor,M,99
Lloyd,M,98
Mack,M,98
Jay,M,97
Jake,M,96
Melvin,M,96
Franklin,M,94
Nathan,M,93
Cornelius,M,92
Elijah,M,92
Gilbert,M,92
Phillip,M,92
Willard,M,92
Mark,M,91
Simon,M,90
Christopher,M,89
Maurice,M,89
Otis,M,89
Ross,M,88
Clinton,M,87
Percy,M,87
Matthew,M,86
Levi,M,85
Eli,M,82
Moses,M,82
Gus,M,81
Noah,M,81
Marshall,M,79
Nelson,M,79
Silas,M,77
Max,M,75
Morris,M,75
Jasper,M,74
Jose,M,74
Manuel,M,74
Ellis,M,73
Mike,M,73
Wiley,M,72
Marvin,M,71
Nicholas,M,71
Virgil,M,70
Sylvester,M,69
Felix,M,68
Stanley,M,68
Russell,M,67
Wilson,M,67
Glenn,M,65
Anton,M,63
Dock,M,63
Edmund,M,63
Harley,M,63
Owen,M,63
Bob,M,62
Steve,M,62
Timothy,M,62
Harrison,M,61
Rudolph,M,61
Newton,M,59
Clayton,M,58
Pearl,M,57
Reuben,M,57
Joshua,M,55
Don,M,54
Wade,M,54
Augustus,M,53
Curtis,M,53
Hubert,M,53
Abraham,M,52
Donald,M,52
Edmond,M,52
Preston,M,52
Cecil,M,51
Joel,M,51
Bill,M,50
Bruce,M,50
Byron,M,50
Christian,M,50
