text,gender,freq
Mary,F,67366
Helen,F,36148
Dorothy,F,32032
Margaret,F,27139
Ruth,F,25534
Virginia,F,16421
Frances,F,16131
Elizabeth,F,15853
Anna,F,15666
Evelyn,F,13493
Marie,F,12589
Alice,F,11590
Florence,F,11316
Lillian,F,9986
Irene,F,9774
Rose,F,9568
Louise,F,9110
Doris,F,9061
Catherine,F,8842
Betty,F,8803
Gladys,F,8735
Edna,F,8698
Josephine,F,8682
Martha,F,8342
Eleanor,F,8176
Ruby,F,8134
Ethel,F,8076
Edith,F,7859
Grace,F,7770
Hazel,F,7615
Marjorie,F,7517
Pauline,F,7222
Annie,F,6742
Jean,F,6600
Esther,F,6574
Gertrude,F,6264
Beatrice,F,5907
Lois,F,5877
Clara,F,5778
Ann,F,5613
Marion,F,5583
Emma,F,5324
Agnes,F,5291
Julia,F,5268
Elsie,F,5194
Katherine,F,5191
Sarah,F,4969
Jane,F,4731
Anne,F,4567
Eva,F,4563
Pearl,F,4521
Ida,F,4450
Rita,F,4447
Viola,F,4331
Barbara,F,4224
Myrtle,F,4076
Kathryn,F,4068
Laura,F,4062
June,F,4034
Stella,F,3928
Vera,F,3923
Lorraine,F,3876
Willie,F,3867
Sylvia,F,3675
Vivian,F,3663
Alma,F,3650
Mabel,F,3636
Jessie,F,3591
Marian,F,3503
Charlotte,F,3373
Phyllis,F,3326
Genevieve,F,3304
Violet,F,3294
Ella,F,3290
Marguerite,F,3250
Lucy,F,3108
Ellen,F,3030
Lena,F,2937
Mae,F,2756
Blanche,F,2739
Norma,F,2655
Shirley,F,2654
Kathleen,F,2629
Theresa,F,2511
Nancy,F,2510
Emily,F,2361
Harriet,F,2345
Georgia,F,2344
Sophie,F,2300
Sara,F,2295
Eileen,F,2264
Geneva,F,2191
Carrie,F,2130
Hilda,F,2118
Rosa,F,2034
Audrey,F,2022
Christine,F,2014
Alberta,F,1988
Ada,F,1943
Cora,F,1916
Jeanne,F,1846
Dolores,F,1835
Wanda,F,1827
Janet,F,1812
Patricia,F,1760
Victoria,F,1758
Madeline,F,1746
Dora,F,1738
Miriam,F,1708
Naomi,F,1692
