text,gender,freq
Lisa,F,52435
Kimberly,F,33102
Michelle,F,30826
Mary,F,25313
Susan,F,22263
Karen,F,21540
Angela,F,19543
Tammy,F,18652
Melissa,F,18379
Jennifer,F,18231
Patricia,F,17752
Amy,F,16128
Elizabeth,F,16114
Christine,F,15991
Laura,F,15817
Julie,F,15546
Pamela,F,15368
Cynthia,F,15337
Donna,F,14781
Sandra,F,14740
Tina,F,14158
Deborah,F,14006
Kelly,F,13721
Lori,F,13565
Stephanie,F,13350
Linda,F,13197
Dawn,F,13168
Teresa,F,12270
Tracy,F,11952
Sharon,F,11924
Brenda,F,11481
Wendy,F,11223
Barbara,F,11204
Denise,F,11078
Cheryl,F,10765
Michele,F,10417
Nancy,F,10267
Rebecca,F,9820
Kathleen,F,9208
Maria,F,8868
Theresa,F,8105
Diane,F,7814
Paula,F,7693
Robin,F,7693
Carol,F,7489
Andrea,F,7414
Kim,F,7404
Jill,F,7401
Jacqueline,F,6953
Christina,F,6601
Gina,F,6361
Catherine,F,6344
Sheila,F,6324
Ann,F,6250
Margaret,F,6227
Cindy,F,5781
Carolyn,F,5715
Janet,F,5655
Renee,F,5564
Suzanne,F,5486
Kathy,F,5405
Diana,F,5339
Leslie,F,5318
Beth,F,5181
Stacey,F,5119
Monica,F,4964
Dana,F,4933
Laurie,F,4924
Valerie,F,4755
Stacy,F,4596
Connie,F,4580
Katherine,F,4557
April,F,4465
Regina,F,4363
Lynn,F,4197
Carla,F,4184
Sarah,F,4138
Anne,F,4102
Annette,F,4008
Tamara,F,4001
Heather,F,3905
Heidi,F,3865
Debbie,F,3743
Anna,F,3722
Kathryn,F,3694
Victoria,F,3662
Melinda,F,3635
Anita,F,3516
Janice,F,3515
Wanda,F,3471
Shannon,F,3445
Bonnie,F,3372
Rachel,F,3315
Carrie,F,3196
Veronica,F,3175
Holly,F,3153
Melanie,F,3109
Beverly,F,3003
Joyce,F,2943
Martha,F,2911
Cathy,F,2826
Penny,F,2811
Judy,F,2799
Julia,F,2774
Nicole,F,2773
Kristen,F,2752
Marie,F,2737
Jane,F,2728
Yvonne,F,2706
Maureen,F,2702
Judith,F,2665
Amanda,F,2660
Tanya,F,2659
Sabrina,F,2627
Gloria,F,2615
Virginia,F,2553
Jean,F,2546
Betty,F,2543
Crystal,F,2523
Ellen,F,2522
Jamie,F,2512
Shirley,F,2510
Shelley,F,2509
Ruth,F,2420
Rita,F,2376
Joanne,F,2337
Dorothy,F,2316
Joan,F,2306
Alicia,F,2305
Peggy,F,2263
Rose,F,2252
Toni,F,2244
Sara,F,2216
Sylvia,F,2211
Carmen,F,2173
Helen,F,2155
Natalie,F,2032
Becky,F,2031
Gail,F,2022
Charlotte,F,2021
Marilyn,F,1960
Alice,F,1928
Joy,F,1885
Vanessa,F,1871
Frances,F,1869
Norma,F,1828
Belinda,F,1810
Samantha,F,1805
Eileen,F,1792
Elaine,F,1773
Jessica,F,1761
Evelyn,F,1724
Erin,F,1686
Jackie,F,1681
Audrey,F,1679
Tiffany,F,1644
Cassandra,F,1643
Sally,F,1639
Roberta,F,1620
Danielle,F,1619
Jeanne,F,1611
Leah,F,1597
Shawn,F,1597
Terry,F,1593
Kelley,F,1588
Bridget,F,1556
Melody,F,1529
Lorraine,F,1522
Sonia,F,1496
Allison,F,1453
Caroline,F,1448
Katrina,F,1434
Sandy,F,1416
Jo,F,1409
Phyllis,F,1396
Leigh,F,1343
Rosa,F,1325
Christy,F,1314
Marcia,F,1309
Tara,F,1291
Sue,F,1259
Kerry,F,1258
Angie,F,1239
Constance,F,1234
Eva,F,1211
Emily,F,1207
Irene,F,1197
Lauren,F,1186
Doris,F,1177
