text,gender,freq
Noah,M,19635
Liam,M,18374
Mason,M,16627
Jacob,M,15949
William,M,15909
Ethan,M,15077
James,M,14824
Alexander,M,14547
Michael,M,14431
Benjamin,M,13700
Elijah,M,13651
Daniel,M,13506
Aiden,M,13461
Logan,M,12919
Matthew,M,12749
Lucas,M,12305
Jackson,M,12269
David,M,11792
Oliver,M,11655
Joseph,M,11487
Gabriel,M,10870
Samuel,M,10865
Carter,M,10780
Anthony,M,10634
John,M,10386
Dylan,M,10277
Luke,M,10276
Henry,M,10172
Andrew,M,10110
Isaac,M,9964
Christopher,M,9815
Joshua,M,9801
Wyatt,M,9645
Sebastian,M,9620
Owen,M,9596
Caleb,M,8801
Nathan,M,8588
Ryan,M,8526
Jack,M,8499
Hunter,M,8330
Levi,M,8306
Christian,M,8196
Julian,M,8046
Landon,M,7929
Grayson,M,7908
Jonathan,M,7626
Isaiah,M,7613
Charles,M,7187
Thomas,M,7187
Aaron,M,7159
Eli,M,7139
Jeremiah,M,6783
Connor,M,6758
Cameron,M,6745
Josiah,M,6661
Adrian,M,6526
Jordan,M,6303
Colton,M,6300
Nicholas,M,6241
Robert,M,6119
Angel,M,6100
Hudson,M,6041
Lincoln,M,5996
Evan,M,5906
Dominic,M,5855
Austin,M,5805
Gavin,M,5784
Nolan,M,5736
Parker,M,5408
Adam,M,5391
Chase,M,5367
Jace,M,5344
Ian,M,5321
Cooper,M,5264
Easton,M,5222
Kevin,M,5173
Jose,M,5164
Tyler,M,5160
Asher,M,5121
Brandon,M,5111
Mateo,M,5020
Jason,M,5008
Zachary,M,4848
Carson,M,4745
Xavier,M,4643
Leo,M,4594
Ezra,M,4330
Bentley,M,4316
Sawyer,M,4268
Blake,M,4227
Nathaniel,M,4216
Ryder,M,4152
Theodore,M,4149
Elias,M,4096
Tristan,M,3917
Roman,M,3882
Leonardo,M,3819
Camden,M,3760
Micah,M,3749
Brody,M,3740
Miles,M,3736
Luis,M,3732
Vincent,M,3720
Justin,M,3714
Declan,M,3584
Maxwell,M,3548
Juan,M,3520
Cole,M,3496
Damian,M,3482
Carlos,M,3418
Max,M,3414
Harrison,M,3338
Weston,M,3323
Axel,M,3239
Abel,M,3238
Diego,M,3234
Wesley,M,3224
Santiago,M,3217
Silas,M,3181
Jesus,M,3177
Giovanni,M,3135
Bryce,M,3125
Alex,M,3103
George,M,3049
Everett,M,3046
Ivan,M,3042
Eric,M,3038
Ashton,M,3009
Kingston,M,2952
Jonah,M,2907
Jameson,M,2849
Kai,M,2847
Timothy,M,2790
Maddox,M,2785
Emmanuel,M,2742
Hayden,M,2738
Antonio,M,2725
Bennett,M,2713
Steven,M,2702
Richard,M,2675
Jude,M,2666
Luca,M,2612
Joel,M,2598
Edward,M,2595
Victor,M,2568
Miguel,M,2566
King,M,2560
Patrick,M,2529
Bryan,M,2487
Alan,M,2484
Marcus,M,2466
Abraham,M,2447
Preston,M,2442
Calvin,M,2434
Colin,M,2423
Bradley,M,2399
Jeremy,M,2387
Kyle,M,2385
Graham,M,2377
Grant,M,2359
Jesse,M,2345
Alejandro,M,2314
Oscar,M,2296
Jase,M,2292
Aidan,M,2263
Tucker,M,2230
Amir,M,2215
Avery,M,2213
Brian,M,2210
Matteo,M,2170
Caden,M,2134
Riley,M,2088
August,M,2087
Mark,M,2065
Maximus,M,2060
Brady,M,2030
Paul,M,2025
Kenneth,M,2022
Nicolas,M,1995
Beau,M,1975
Dean,M,1943
Peter,M,1933
Jake,M,1919
Elliot,M,1911
Finn,M,1904
Sean,M,1885
Derek,M,1878
Elliott,M,1871
Jasper,M,1863
Jax,M,1861
Lorenzo,M,1842
Omar,M,1834
Beckett,M,1820
Rowan,M,1814
Corbin,M,1767
Tanner,M,1712
Jorge,M,1706
Javier,M,1696
Zion,M,1685
Charlie,M,1669
Zane,M,1665
Brooks,M,1652
Judah,M,1645
Simon,M,1643
Griffin,M,1611
Cody,M,1589
Dawson,M,1585
Gunner,M,1585
Israel,M,1576
Gage,M,1535
River,M,1514
Messiah,M,1513
Stephen,M,1494
Francisco,M,1483
Clayton,M,1474
Chance,M,1456
Eduardo,M,1446
Spencer,M,1433
Damien,M,1417
Dallas,M,1414
Conner,M,1411
Knox,M,1400
Travis,M,1400
Raymond,M,1383
Collin,M,1379
Devin,M,1379
Peyton,M,1379
Felix,M,1375
Cash,M,1366
Garrett,M,1350
Fernando,M,1348
Seth,M,1344
Martin,M,1343
Ricardo,M,1338
Reid,M,1336
Andre,M,1318
Titus,M,1317
Donovan,M,1298
Manuel,M,1295
Mario,M,1289
Milo,M,1280
Archer,M,1274
Jeffrey,M,1258
Holden,M,1252
Arthur,M,1245
Rafael,M,1223
Shane,M,1213
Lane,M,1207
Louis,M,1207
Angelo,M,1206
Emerson,M,1202
Troy,M,1199
Hector,M,1192
Emilio,M,1191
Anderson,M,1185
Trevor,M,1185
Phoenix,M,1161
Walter,M,1157
Johnny,M,1149
Edwin,M,1148
Julius,M,1144
Barrett,M,1140
Leon,M,1136
Tyson,M,1130
Tobias,M,1120
Edgar,M,1112
Marshall,M,1096
Marco,M,1083
Joaquin,M,1080
Dante,M,1074
Andy,M,1066
Cruz,M,1064
Ali,M,1061
Gideon,M,1051
Dalton,M,1048
Jett,M,1046
Reed,M,1045
Sergio,M,1041
Ronan,M,1028
Cohen,M,1018
Colt,M,1016
Erik,M,1016
Trenton,M,1010
Walker,M,1010
Jared,M,1008
Alexis,M,994
Nash,M,991
Gregory,M,983
Emanuel,M,976
Allen,M,973
Shawn,M,960
Desmond,M,959
Grady,M,958
Quinn,M,947
Frank,M,942
Fabian,M,941
Dakota,M,939
Roberto,M,924
Major,M,908
Drew,M,893
Cade,M,888
Muhammad,M,882
Pedro,M,874
Solomon,M,872
Orion,M,871
Aden,M,869
Clark,M,867
Porter,M,861
Noel,M,860
Malik,M,855
Rory,M,853
Romeo,M,851
Derrick,M,835
Brendan,M,822
Prince,M,822
Legend,M,813
Pablo,M,800
Jay,M,799
Jensen,M,789
Drake,M,779
Kellan,M,774
Warren,M,773
Ari,M,770
Russell,M,765
Theo,M,765
Bruce,M,762
Marcos,M,762
Phillip,M,759
Dexter,M,755
Corey,M,752
Ace,M,740
Ellis,M,739
Malcolm,M,739
Tate,M,737
Chandler,M,731
Keith,M,725
Milan,M,724
Jonas,M,719
Damon,M,714
Danny,M,714
Kane,M,714
Princeton,M,712
Enrique,M,711
Hugo,M,708
Philip,M,706
Ronald,M,704
Ibrahim,M,699
Lawson,M,698
Maximilian,M,698
Harvey,M,696
Hendrix,M,693
Albert,M,692
Donald,M,691
Franklin,M,689
Brennan,M,687
Dillon,M,684
Brock,M,679
Mohamed,M,671
Deacon,M,667
Alec,M,665
Sullivan,M,665
Colby,M,664
Julio,M,664
Scott,M,663
Rodrigo,M,660
Taylor,M,656
Nico,M,651
Pierce,M,648
Royal,M,648
Augustus,M,646
Moses,M,638
Cyrus,M,632
Benson,M,629
Conor,M,628
Davis,M,627
Nikolai,M,627
Francis,M,621
Ty,M,615
Quentin,M,613
Jaime,M,607
Atlas,M,599
Lennox,M,599
Jerry,M,598
Sterling,M,595
Saul,M,592
Dennis,M,590
Ahmed,M,589
Lawrence,M,582
Darius,M,577
Dustin,M,577
Tony,M,577
Eden,M,573
Chris,M,566
Mohammed,M,560
Rhys,M,560
Nixon,M,559
Arturo,M,557
Frederick,M,557
Bowen,M,556
Wade,M,554
Justice,M,551
Winston,M,549
Jakob,M,546
Gustavo,M,544
Curtis,M,541
Royce,M,534
Hank,M,533
Raphael,M,531
Roy,M,531
Hayes,M,529
Luciano,M,529
Case,M,527
Darren,M,525
Otto,M,525
Mohammad,M,524
Layton,M,523
Sam,M,522
Alberto,M,520
Marvin,M,520
Trey,M,517
Casey,M,516
Devon,M,516
Matthias,M,516
Trent,M,516
Johan,M,514
Larry,M,513
Dorian,M,509
Mathias,M,508
Ahmad,M,497
Lewis,M,494
Randy,M,493
Cullen,M,492
Reece,M,492
Jimmy,M,486
Crosby,M,484
Gary,M,477
Roger,M,477
Ricky,M,476
Cannon,M,472
Mitchell,M,472
Roland,M,471
Alfredo,M,470
Yusuf,M,468
Kobe,M,465
Carl,M,457
Joe,M,457
Quincy,M,457
Byron,M,456
Ariel,M,455
Duke,M,454
Lance,M,454
Alvin,M,451
Boston,M,449
London,M,448
Lennon,M,440
Talon,M,438
Orlando,M,436
Bo,M,434
Douglas,M,434
Samson,M,434
Maurice,M,433
Wilson,M,433
Conrad,M,429
Julien,M,428
Bryant,M,425
