text,gender,freq
Emily,F,26539
Hannah,F,21676
Alexis,F,19234
Sarah,F,19104
Samantha,F,19038
Ashley,F,18136
Madison,F,18053
Taylor,F,16905
Jessica,F,16348
Elizabeth,F,15345
Lauren,F,13911
Megan,F,12225
Victoria,F,11871
Emma,F,11730
Abigail,F,11681
Rachel,F,11624
Olivia,F,11254
Jennifer,F,10614
Amanda,F,9743
Sydney,F,9648
Morgan,F,9606
Nicole,F,9515
Jasmine,F,9351
Grace,F,9179
Destiny,F,9173
Anna,F,9104
Julia,F,8751
Haley,F,8202
Alexandra,F,8164
Natalie,F,8080
Brittany,F,7942
Katherine,F,7934
Stephanie,F,7691
Rebecca,F,7429
Maria,F,7030
Allison,F,7025
Amber,F,6840
Savannah,F,6805
Danielle,F,6752
Courtney,F,6557
Mary,F,6374
Gabrielle,F,6130
Brooke,F,6067
Jordan,F,5730
Sierra,F,5713
Sara,F,5624
Kimberly,F,5457
Mackenzie,F,5425
Sophia,F,5423
Hailey,F,5369
Michelle,F,5303
Vanessa,F,5287
Erin,F,5223
Andrea,F,5070
Isabella,F,5059
Jenna,F,5043
Shelby,F,5018
Chloe,F,4965
Melissa,F,4830
Bailey,F,4809
Paige,F,4716
Madeline,F,4571
Caroline,F,4472
Kelsey,F,4400
Marissa,F,4390
Christina,F,4296
Faith,F,4235
Autumn,F,4128
Jacqueline,F,3901
Tiffany,F,3888
Laura,F,3873
Alexandria,F,3789
Cheyenne,F,3779
Claire,F,3732
Cassandra,F,3728
Sabrina,F,3650
Angela,F,3632
Kathryn,F,3583
Katie,F,3531
Miranda,F,3433
Kelly,F,3420
Lindsey,F,3417
Isabel,F,3404
Catherine,F,3401
Cassidy,F,3395
Leslie,F,3341
Diana,F,3328
Molly,F,3324
Leah,F,3287
Zoe,F,3237
Amy,F,3205
Erica,F,3161
Alicia,F,3014
Kylie,F,3012
Margaret,F,2958
Heather,F,2887
Maya,F,2854
Kristen,F,2845
Veronica,F,2831
Angelica,F,2821
Jade,F,2788
Shannon,F,2748
Crystal,F,2740
Mia,F,2737
Angel,F,2731
Chelsea,F,2725
Melanie,F,2649
Jamie,F,2538
Jocelyn,F,2477
Daisy,F,2470
Audrey,F,2456
Summer,F,2336
Riley,F,2312
Bethany,F,2303
Hope,F,2263
Cynthia,F,2224
Lillian,F,2190
Lydia,F,2174
Karen,F,2172
Diamond,F,2160
Monica,F,2134
Lily,F,2123
Selena,F,2118
Ana,F,2111
Valerie,F,2038
Brenda,F,1978
Evelyn,F,1964
Isabelle,F,1953
Bianca,F,1947
Kennedy,F,1892
Hanna,F,1878
Lindsay,F,1848
Kendra,F,1839
Ariel,F,1834
Carly,F,1826
Abby,F,1809
Casey,F,1802
Cameron,F,1781
Julie,F,1758
Holly,F,1749
Brooklyn,F,1689
Kara,F,1687
Sophie,F,1685
Dominique,F,1664
Claudia,F,1658
Alexia,F,1651
Naomi,F,1644
Kathleen,F,1630
Sofia,F,1603
April,F,1554
Patricia,F,1532
Alison,F,1527
Raven,F,1527
Christine,F,1499
Avery,F,1491
Mallory,F,1483
Trinity,F,1481
Elena,F,1468
Tatiana,F,1466
Delaney,F,1459
Kendall,F,1442
Serena,F,1440
Nina,F,1437
Whitney,F,1426
Maggie,F,1423
Nancy,F,1420
Amelia,F,1419
Asia,F,1417
Kate,F,1400
Tara,F,1392
Peyton,F,1356
Cindy,F,1332
Angelina,F,1327
Joanna,F,1325
Dana,F,1321
Tori,F,1319
Guadalupe,F,1300
Katrina,F,1292
Bridget,F,1291
Sandra,F,1287
Natalia,F,1272
Aubrey,F,1252
Tessa,F,1248
Genesis,F,1244
Natasha,F,1244
Sidney,F,1218
Ava,F,1215
Ruby,F,1209
Mercedes,F,1207
Celeste,F,1205
Callie,F,1200
Juliana,F,1187
Dakota,F,1166
Elise,F,1157
Camille,F,1151
Madeleine,F,1141
Meredith,F,1140
Carmen,F,1139
Rose,F,1132
Vivian,F,1114
Lisa,F,1112
Kira,F,1106
Cecilia,F,1103
Sadie,F,1086
Anne,F,1083
Logan,F,1073
Tabitha,F,1060
Carolyn,F,1037
Miriam,F,1037
Carolina,F,1034
Gillian,F,1022
Anastasia,F,1005
Charlotte,F,1002
Gina,F,1001
Josephine,F,989
Esther,F,986
Annie,F,984
Macy,F,983
Rosa,F,983
Eva,F,975
Teresa,F,975
Denise,F,964
Cassie,F,960
Marina,F,934
Nadia,F,916
Heidi,F,914
Ashton,F,904
Linda,F,900
Wendy,F,899
Mariana,F,897
Gracie,F,894
Josie,F,889
Cristina,F,876
Ruth,F,871
Lacey,F,867
Reagan,F,865
Georgia,F,858
Allie,F,845
Hunter,F,844
Helen,F,841
Marie,F,824
Virginia,F,824
Renee,F,819
Lucy,F,812
Gloria,F,809
Addison,F,795
Clara,F,788
Tyler,F,788
Ella,F,771
Kali,F,763
Ivy,F,759
Jenny,F,758
Francesca,F,755
Harley,F,754
Tamara,F,750
Jessie,F,739
Martha,F,739
Cara,F,728
Heaven,F,721
Abbey,F,710
Ellie,F,708
Lexi,F,703
Susan,F,703
Theresa,F,701
Elisabeth,F,693
Eleanor,F,688
Sharon,F,684
Lesley,F,682
Carla,F,678
India,F,677
Ellen,F,674
Iris,F,674
Pamela,F,655
Alice,F,651
Janet,F,646
Noelle,F,635
Eliza,F,631
Melody,F,627
Jane,F,618
Regan,F,611
Joy,F,596
Halle,F,584
Ann,F,583
Carrie,F,582
Nora,F,582
Sonia,F,574
Paris,F,570
Sasha,F,566
Barbara,F,556
Irene,F,555
Fiona,F,552
Ally,F,540
Sylvia,F,539
Johanna,F,538
Alma,F,530
Cora,F,529
Phoebe,F,527
Deborah,F,524
Annabelle,F,521
Justice,F,521
Sage,F,521
Toni,F,521
Aurora,F,520
Genevieve,F,511
Devin,F,509
Clare,F,507
Skye,F,507
Eden,F,494
Athena,F,493
Lilly,F,488
Frances,F,487
Judith,F,485
Charity,F,482
Marilyn,F,481
Angie,F,480
Christian,F,478
Aspen,F,473
Lena,F,470
Lexie,F,468
Candace,F,463
Elaine,F,462
Montana,F,462
Robin,F,462
Regina,F,461
Kenya,F,456
Stacy,F,455
Ryan,F,454
Jewel,F,453
Carson,F,447
Chandler,F,447
Devon,F,447
Paula,F,446
Laurel,F,444
Simone,F,444
Tess,F,437
Lucia,F,433
Tina,F,433
Miracle,F,429
Edith,F,426
Micah,F,421
Maia,F,420
Helena,F,415
Sienna,F,415
Eileen,F,414
Celia,F,409
Nikki,F,407
Tanya,F,404
Melinda,F,401
Juliet,F,396
Drew,F,395
Jaime,F,380
Rosemary,F,374
Donna,F,373
Juliette,F,368
Lea,F,364
Mara,F,363
Kathy,F,361
Stacey,F,356
Delilah,F,355
Jesse,F,355
Sheila,F,353
Layla,F,351
Joyce,F,337
