text,gender,freq
Mary,F,64146
Betty,F,38234
Dorothy,F,30409
Helen,F,19914
Margaret,F,18354
Barbara,F,18281
Patricia,F,15751
Joan,F,15479
Doris,F,15464
Ruth,F,14940
Shirley,F,14776
Virginia,F,13198
Dolores,F,12838
Jean,F,11985
Elizabeth,F,10996
Frances,F,10646
Lois,F,10114
Joyce,F,9659
Evelyn,F,9537
Alice,F,9516
Marilyn,F,9288
Anna,F,9079
Nancy,F,9070
Norma,F,8511
Marie,F,8427
Martha,F,7832
Phyllis,F,7770
Rose,F,7690
Gloria,F,7604
Louise,F,6942
Marjorie,F,6633
Irene,F,6463
Beverly,F,6456
Catherine,F,6298
Ruby,F,5993
Donna,F,5979
Florence,F,5865
Eleanor,F,5822
Annie,F,5754
Ann,F,5532
Rita,F,5468
Lillian,F,5448
Lorraine,F,5166
June,F,5095
Gladys,F,5064
Josephine,F,4988
Theresa,F,4781
Edna,F,4763
Pauline,F,4654
Janet,F,4601
Carol,F,4597
Jane,F,4575
Wanda,F,4524
Marion,F,4305
Edith,F,4271
Grace,F,4218
Audrey,F,4128
Clara,F,4124
Ethel,F,4100
Peggy,F,4084
Elaine,F,3953
Sarah,F,3920
Hazel,F,3889
Carolyn,F,3725
Emma,F,3555
Jacqueline,F,3413
Charlotte,F,3406
Beatrice,F,3391
Esther,F,3349
Bonnie,F,3268
Billie,F,3241
Marian,F,3212
Joanne,F,3153
Rosemary,F,3151
Anne,F,3093
Kathleen,F,3074
Katherine,F,3032
Eva,F,3019
Willie,F,3016
Elsie,F,2971
Laura,F,2908
Julia,F,2880
Vivian,F,2872
Jeanne,F,2720
Ida,F,2643
Gertrude,F,2554
Sally,F,2542
Maria,F,2541
Ellen,F,2522
Kathryn,F,2515
Agnes,F,2509
Vera,F,2492
Ella,F,2404
Alma,F,2381
Eileen,F,2378
Jessie,F,2196
Anita,F,2184
Viola,F,2162
Georgia,F,2156
Lucy,F,2121
Violet,F,2098
Pearl,F,2069
Myrtle,F,1996
Christine,F,1992
Roberta,F,1951
Janice,F,1930
Rosa,F,1878
Jo,F,1871
Sylvia,F,1830
Geneva,F,1798
Sara,F,1770
Claire,F,1653
Mae,F,1651
Harriet,F,1598
Naomi,F,1594
Stella,F,1569
Dora,F,1498
Genevieve,F,1497
Lena,F,1491
Carrie,F,1466
Constance,F,1464
Alberta,F,1463
Mabel,F,1369
Emily,F,1344
Rosie,F,1343
Hilda,F,1303
Marguerite,F,1289
Cora,F,1273
Lola,F,1270
Joy,F,1268
Rachel,F,1261
Yvonne,F,1242
Sue,F,1213
Lila,F,1203
Caroline,F,1160
Madeline,F,1144
Flora,F,1142
Rebecca,F,1114
Faye,F,1099
Blanche,F,1093
Daisy,F,1062
Miriam,F,1052
Carmen,F,1044
Ada,F,1040
Nora,F,1015
Susan,F,1003
Nina,F,996
Teresa,F,993
Judith,F,943
Iris,F,939
Susie,F,922
Della,F,887
Angelina,F,832
Sadie,F,820
Regina,F,800
Maggie,F,794
Suzanne,F,793
Marianne,F,791
Connie,F,783
Annette,F,781
Olga,F,774
Patty,F,769
Diane,F,742
Katie,F,737
Pat,F,734
Victoria,F,713
Marcia,F,692
Jewel,F,688
Lydia,F,687
Amelia,F,679
Henrietta,F,673
Angela,F,640
Dorothea,F,640
Veronica,F,638
Jackie,F,626
Natalie,F,623
Fay,F,615
Paula,F,614
Isabel,F,597
Cynthia,F,596
Jimmie,F,575
Cecilia,F,566
Diana,F,564
Adele,F,559
Celia,F,559
May,F,554
Frankie,F,545
Mona,F,540
Olive,F,539
Maureen,F,532
Sophie,F,524
Sharon,F,523
Dixie,F,512
Nell,F,511
Lizzie,F,494
Linda,F,492
Myra,F,489
Gracie,F,474
Lou,F,468
Francis,F,467
Lee,F,465
Annabelle,F,462
Isabelle,F,438
Guadalupe,F,427
Carole,F,425
Robert,F,425
James,F,419
John,F,402
Olivia,F,402
Dolly,F,387
Amy,F,386
Polly,F,373
Judy,F,366
Jerry,F,362
Renee,F,362
Betsy,F,361
Joanna,F,359
Eddie,F,356
Josie,F,355
Kay,F,351
Molly,F,342
Sheila,F,341
Claudia,F,338
Alicia,F,334
Leah,F,326
Aurora,F,325
Robbie,F,325
Christina,F,317
Lily,F,304
Matilda,F,304
Sandra,F,298
Odessa,F,289
William,F,289
Allie,F,268
Bobby,F,262
Millie,F,257
Beth,F,251
Hannah,F,250
Georgie,F,249
Joe,F,249
Gwen,F,248
Julie,F,248
Eliza,F,246
Johanna,F,243
Lilly,F,243
George,F,242
Helena,F,242
Hope,F,240
Charles,F,236
Jenny,F,235
Bertie,F,234
Mercedes,F,234
Iona,F,232
Callie,F,231
Clare,F,231
Faith,F,231
Angie,F,222
Valerie,F,222
Dawn,F,221
Elena,F,219
Adelaide,F,209
Queen,F,199
Gail,F,198
Amanda,F,196
Freddie,F,193
Lucia,F,180
Charlie,F,179
Gretchen,F,178
Petra,F,176
Donald,F,175
Roma,F,174
Gene,F,168
Monica,F,168
Rae,F,167
Billy,F,166
Sonia,F,166
Deborah,F,165
Louisa,F,164
Phoebe,F,164
Richard,F,164
Lynn,F,158
Camille,F,155
Gay,F,155
Carla,F,153
Terry,F,153
Sophia,F,152
Augusta,F,149
Elisabeth,F,146
Andrea,F,144
Tina,F,143
Ava,F,142
Isabella,F,142
Joseph,F,141
Ursula,F,141
Laurel,F,139
Elise,F,137
Elsa,F,137
Madonna,F,137
Marvel,F,137
Madeleine,F,135
Carolina,F,132
Leslie,F,132
Gerry,F,130
Nan,F,130
Thomas,F,128
Una,F,126
Fanny,F,124
Emilia,F,119
Catalina,F,115
Kitty,F,114
Paul,F,114
Kate,F,110
Mina,F,110
Cassie,F,109
Jayne,F,105
Agatha,F,103
Edward,F,102
Ray,F,102
Stephanie,F,102
