text,gender,freq
Sophia,F,22313
Emma,F,20945
Isabella,F,19099
Olivia,F,17316
Ava,F,15533
Emily,F,13649
Abigail,F,12700
Mia,F,12023
Madison,F,11397
Elizabeth,F,9708
Chloe,F,9661
Ella,F,9203
Avery,F,8314
Addison,F,8178
Aubrey,F,8052
Lily,F,7960
Natalie,F,7894
Sofia,F,7831
Charlotte,F,7479
Grace,F,7377
Hannah,F,7275
Amelia,F,7242
Harper,F,7192
Lillian,F,7161
Samantha,F,6929
Evelyn,F,6876
Victoria,F,6861
Brooklyn,F,6790
Zoe,F,6457
Layla,F,6265
Hailey,F,5910
Leah,F,5773
Anna,F,5618
Allison,F,5426
Alexis,F,5358
Audrey,F,5297
Savannah,F,5191
Sarah,F,5190
Claire,F,4944
Taylor,F,4864
Riley,F,4830
Ashley,F,4699
Sophie,F,4577
Peyton,F,4472
Bella,F,4351
Genesis,F,4300
Kylie,F,4171
Scarlett,F,4043
Stella,F,3999
Maya,F,3977
Katherine,F,3951
Julia,F,3878
Lucy,F,3810
Autumn,F,3777
Mackenzie,F,3758
Lauren,F,3658
Faith,F,3546
Alexandra,F,3482
Melanie,F,3465
Sydney,F,3453
Naomi,F,3421
Caroline,F,3415
Bailey,F,3408
Morgan,F,3399
Kennedy,F,3384
Ellie,F,3383
Jasmine,F,3382
Eva,F,3365
Kimberly,F,3313
Violet,F,3277
Molly,F,3259
Trinity,F,3238
Aria,F,3230
Jocelyn,F,3230
London,F,3199
Lydia,F,3168
Madeline,F,3160
Reagan,F,3087
Piper,F,3067
Annabelle,F,3056
Andrea,F,3050
Maria,F,3031
Brooke,F,2974
Paisley,F,2919
Paige,F,2913
Ruby,F,2912
Nora,F,2888
Lilly,F,2786
Jade,F,2735
Destiny,F,2717
Nicole,F,2654
Kendall,F,2624
Sadie,F,2591
Natalia,F,2590
Mary,F,2576
Vanessa,F,2552
Penelope,F,2534
Isabelle,F,2503
Alice,F,2501
Reese,F,2459
Gabrielle,F,2419
Hadley,F,2418
Rachel,F,2415
Angelina,F,2406
Isabel,F,2382
Eleanor,F,2377
Clara,F,2333
Jessica,F,2332
Elena,F,2271
Vivian,F,2261
Sara,F,2255
Amy,F,2233
Juliana,F,2216
Elise,F,2121
Quinn,F,2108
Delilah,F,2091
Cora,F,2079
Rebecca,F,2013
Gracie,F,2002
Josephine,F,1953
Eden,F,1934
Michelle,F,1931
Jennifer,F,1923
Catherine,F,1911
Aurora,F,1903
Stephanie,F,1885
Valerie,F,1863
Willow,F,1831
Hazel,F,1784
Melody,F,1784
Daisy,F,1783
Margaret,F,1777
Summer,F,1776
Melissa,F,1771
Ariel,F,1737
Lila,F,1727
Haley,F,1708
Ivy,F,1695
Kate,F,1643
Angela,F,1639
Harmony,F,1620
Hayden,F,1614
Megan,F,1559
Allie,F,1548
Presley,F,1535
Jenna,F,1523
Alexandria,F,1520
Fiona,F,1503
Emery,F,1484
Miranda,F,1472
Cecilia,F,1463
Ana,F,1458
Hope,F,1453
Katie,F,1447
Shelby,F,1444
Jordan,F,1422
Callie,F,1419
Eliza,F,1417
Luna,F,1412
Angel,F,1401
Genevieve,F,1388
Lola,F,1382
Danielle,F,1373
Tessa,F,1364
Chelsea,F,1356
Camille,F,1342
Esther,F,1337
Sienna,F,1325
Jacqueline,F,1319
Emerson,F,1312
Athena,F,1307
Maggie,F,1307
Lucia,F,1303
Lexi,F,1301
Alexia,F,1283
Diana,F,1283
Josie,F,1276
Juliet,F,1271
Delaney,F,1259
Rose,F,1249
Marley,F,1241
Amanda,F,1232
Amber,F,1232
Erin,F,1232
Kathryn,F,1229
Leslie,F,1224
Emilia,F,1212
Kelsey,F,1212
Alicia,F,1199
Sabrina,F,1190
Alison,F,1183
Paris,F,1182
Sierra,F,1165
Laura,F,1143
Cassidy,F,1138
Iris,F,1133
Christina,F,1123
Carly,F,1110
Madeleine,F,1091
Nina,F,1090
Nadia,F,1087
Georgia,F,1067
Phoebe,F,1060
Selena,F,1048
Miriam,F,1046
Charlie,F,1045
Dakota,F,1039
Abby,F,1037
Juliette,F,1032
Bianca,F,1028
Noelle,F,1027
Mariana,F,1026
Parker,F,1024
Veronica,F,1020
Gemma,F,1016
Cheyenne,F,1014
Marissa,F,1003
Heaven,F,995
Joanna,F,970
Mallory,F,959
Journey,F,957
Carmen,F,940
Macy,F,934
Anastasia,F,933
Heidi,F,930
Ruth,F,928
Jane,F,927
Adelaide,F,919
Hanna,F,916
Lia,F,905
Bethany,F,903
Karen,F,896
Kelly,F,891
Kira,F,884
Lena,F,880
Kara,F,860
Olive,F,859
Tiffany,F,848
Angelica,F,834
Annie,F,834
Elle,F,822
Julie,F,818
Crystal,F,816
Kendra,F,806
Anya,F,787
Guadalupe,F,787
Elsie,F,786
April,F,784
Scarlet,F,777
Helen,F,772
Brittany,F,768
Miracle,F,760
Harley,F,757
Cynthia,F,749
Kali,F,748
Daphne,F,744
Cassandra,F,742
Marilyn,F,742
Holly,F,740
Carolina,F,723
Haven,F,723
Monica,F,722
Bristol,F,717
Jamie,F,715
June,F,715
Serena,F,715
Lana,F,707
Skye,F,702
Sasha,F,694
Bridget,F,684
Rowan,F,684
Logan,F,682
Celeste,F,655
Tatiana,F,648
Catalina,F,642
Johanna,F,640
Sloane,F,640
Courtney,F,637
Francesca,F,634
Ada,F,633
Sage,F,624
Angie,F,623
Lacey,F,621
Joy,F,620
Vera,F,615
Erica,F,610
Skyla,F,604
Aspen,F,603
Dylan,F,593
Justice,F,586
Gloria,F,581
Lexie,F,581
Lindsey,F,577
Sylvia,F,577
Kenya,F,568
Natasha,F,565
Adele,F,564
Brenda,F,561
Raven,F,552
Elsa,F,542
Sawyer,F,541
Cameron,F,535
Eve,F,529
Helena,F,527
Anne,F,525
Whitney,F,520
Marie,F,517
Malaysia,F,513
Phoenix,F,512
Regina,F,508
Harlow,F,507
Virginia,F,507
Ally,F,497
Liberty,F,490
Claudia,F,485
Charley,F,484
Rosemary,F,478
Lea,F,470
Teresa,F,470
Ryan,F,467
Rosa,F,466
Elisabeth,F,464
Nova,F,461
Dana,F,455
Siena,F,454
Halle,F,449
Linda,F,449
Jessie,F,447
Marina,F,440
Irene,F,436
Nancy,F,436
Christine,F,434
Simone,F,433
Matilda,F,431
Kristen,F,429
Kathleen,F,427
Mira,F,426
Meredith,F,423
Tori,F,422
Sandra,F,415
Denise,F,411
River,F,411
Beatrice,F,404
Cara,F,403
Blake,F,402
Elaine,F,400
Mercedes,F,398
Lisa,F,397
Lindsay,F,396
Patricia,F,395
Emmy,F,387
Maia,F,386
Paula,F,385
Martha,F,384
Millie,F,384
Milan,F,382
Clare,F,379
Celia,F,376
Ellen,F,374
Mae,F,371
Carla,F,370
Pearl,F,368
Cindy,F,367
Edith,F,364
Frances,F,364
Carolyn,F,359
Wendy,F,358
Winter,F,358
Tabitha,F,357
Casey,F,355
Zion,F,354
Bryn,F,353
Malaya,F,350
Diamond,F,345
Asia,F,339
Deborah,F,337
Tara,F,335
Mara,F,334
Jewel,F,332
Heather,F,328
Sonia,F,328
Regan,F,327
Shannon,F,327
Sharon,F,327
Eileen,F,324
Sidney,F,323
Susan,F,322
Mina,F,318
Dixie,F,313
Lara,F,313
Sky,F,313
Alma,F,311
Elliot,F,310
Jenny,F,308
Micah,F,307
Ali,F,306
Myra,F,306
Blair,F,305
Campbell,F,304
Joyce,F,296
Barbara,F,295
Renee,F,295
Judith,F,293
Dallas,F,289
America,F,288
Ingrid,F,287
Libby,F,282
Kai,F,281
Dorothy,F,278
Charity,F,276
Katrina,F,271
Ann,F,268
Meadow,F,267
