text,gender,freq
Jessica,F,34987
Ashley,F,34850
Sarah,F,24252
Samantha,F,23668
Emily,F,23595
Brittany,F,21724
Taylor,F,21267
Amanda,F,20811
Elizabeth,F,17557
Stephanie,F,17183
Megan,F,16384
Lauren,F,16186
Nicole,F,16180
Rachel,F,15973
Jennifer,F,15748
Amber,F,14066
Danielle,F,12986
Victoria,F,12923
Courtney,F,12575
Hannah,F,12506
Rebecca,F,12318
Jasmine,F,12062
Kelsey,F,11378
Chelsea,F,11288
Alexis,F,10831
Alexandra,F,10676
Katherine,F,10506
Melissa,F,10223
Michelle,F,10187
Tiffany,F,8583
Morgan,F,8570
Christina,F,8286
Shelby,F,8121
Mary,F,8120
Heather,F,8103
Kimberly,F,7966
Sara,F,7901
Allison,F,7727
Haley,F,7617
Laura,F,7257
Andrea,F,7236
Maria,F,6972
Anna,F,6808
Erin,F,6716
Erica,F,6413
Olivia,F,6340
Kelly,F,6298
Brooke,F,6161
Shannon,F,6070
Vanessa,F,5888
Lindsey,F,5844
Crystal,F,5828
Jordan,F,5824
Marissa,F,5625
Paige,F,5613
Kristen,F,5532
Natalie,F,5483
Katie,F,5456
Amy,F,5421
Cassandra,F,5421
Abigail,F,5184
Kathryn,F,5089
Alexandria,F,5026
Jenna,F,4881
Julia,F,4660
Angela,F,4569
Jacqueline,F,4515
Catherine,F,4476
Alicia,F,4431
Madison,F,4383
Jamie,F,4255
Emma,F,4104
Whitney,F,4077
Gabrielle,F,4016
Monica,F,3900
Molly,F,3708
Lindsay,F,3664
Miranda,F,3579
Christine,F,3480
Sierra,F,3473
Leah,F,3413
Diana,F,3389
Cynthia,F,3383
Savannah,F,3342
Sabrina,F,3322
Angelica,F,3239
Lisa,F,3225
Bianca,F,3210
Margaret,F,3168
Veronica,F,3094
Caroline,F,3082
Sydney,F,3050
Holly,F,3032
Melanie,F,2988
Destiny,F,2941
April,F,2933
Mackenzie,F,2899
Brenda,F,2885
Bethany,F,2840
Karen,F,2807
Kathleen,F,2742
Julie,F,2736
Ariel,F,2708
Dominique,F,2706
Grace,F,2701
Patricia,F,2660
Madeline,F,2608
Kendra,F,2604
Casey,F,2579
Hailey,F,2529
Kara,F,2527
Tara,F,2476
Cheyenne,F,2372
Ana,F,2365
Carly,F,2364
Leslie,F,2294
Raven,F,2285
Natasha,F,2278
Alison,F,2240
Valerie,F,2176
Bailey,F,2134
Autumn,F,2086
Jade,F,2080
Tori,F,2057
Katrina,F,2036
Dana,F,1988
Nancy,F,1985
Chloe,F,1956
Audrey,F,1947
Jocelyn,F,1926
Claire,F,1895
Sandra,F,1884
Mercedes,F,1778
Gina,F,1714
Cindy,F,1642
Joanna,F,1639
Angel,F,1633
Bridget,F,1628
Summer,F,1617
Mallory,F,1600
Claudia,F,1592
Daisy,F,1579
Cristina,F,1549
Diamond,F,1523
Lacey,F,1522
Sophia,F,1498
Linda,F,1488
Anne,F,1483
Carolyn,F,1479
Denise,F,1457
Tabitha,F,1445
Kylie,F,1443
Lydia,F,1421
Evelyn,F,1346
Candace,F,1309
Ellen,F,1305
Kendall,F,1271
Tessa,F,1258
Wendy,F,1257
Guadalupe,F,1256
Rosa,F,1255
Meredith,F,1250
Amelia,F,1248
Teresa,F,1234
Susan,F,1199
Zoe,F,1192
Marina,F,1190
Tyler,F,1182
Abby,F,1176
Theresa,F,1158
Naomi,F,1146
Heidi,F,1142
Faith,F,1133
Renee,F,1133
Asia,F,1120
Carrie,F,1117
Tanya,F,1117
Jessie,F,1108
Cara,F,1105
Carmen,F,1092
Tatiana,F,1078
Isabel,F,1076
Janet,F,1068
Hillary,F,1064
Martha,F,1059
Aubrey,F,1058
Marie,F,1053
Virginia,F,1040
Ruby,F,1032
Cassidy,F,1029
Miriam,F,1022
Tamara,F,1020
Jenny,F,1019
Nina,F,1016
Maya,F,1014
Camille,F,1013
Gloria,F,1006
Hanna,F,1005
Stacey,F,1002
Cecilia,F,998
Robin,F,998
Nikki,F,997
Maggie,F,984
Melinda,F,980
Elise,F,977
Stacy,F,957
Hope,F,955
Cassie,F,952
Barbara,F,950
Carolina,F,947
Charlotte,F,943
Vivian,F,930
Toni,F,918
Devon,F,915
Esther,F,905
Angelina,F,904
Carla,F,882
Christian,F,876
Helen,F,868
